ID	TranscriptomeName
F6X01_RS12840	hypothetical protein
F6X01_RS12855	hypothetical protein
F6X01_RS12865	hypothetical protein
F6X01_RS12870	hypothetical protein
F6X01_RS12875	hypothetical protein
F6X01_RS12880	hypothetical protein
F6X01_RS12885	hypothetical protein
F6X01_RS12890	hypothetical protein
F6X01_RS12895	hypothetical protein
F6X01_RS12900	hypothetical protein
F6X01_RS12905	PLDc N-terminal domain-containing protein
F6X01_RS12910	AsnC family transcriptional regulator
F6X01_RS12915	hypothetical protein
F6X01_RS12920	ABC transporter ATP-binding protein
F6X01_RS12925	hypothetical protein
F6X01_RS12930	glycoside hydrolase family 95 protein
F6X01_RS12935	hypothetical protein
F6X01_RS12940	insulinase family protein
F6X01_RS12945	hypothetical protein
F6X01_RS12950	hypothetical protein
F6X01_RS12955	hypothetical protein
F6X01_RS12960	ATP-binding cassette domain-containing protein
F6X01_RS12965	hypothetical protein
F6X01_RS12970	hypothetical protein
F6X01_RS12975	DUF2264 domain-containing protein
F6X01_RS12980	hypothetical protein
F6X01_RS12985	S-ribosylhomocysteine lyase
F6X01_RS12990	hypothetical protein
F6X01_RS12995	alpha/beta hydrolase
F6X01_RS13000	carbon starvation protein
F6X01_RS13005	carbon starvation protein A
F6X01_RS13010	hypothetical protein
F6X01_RS13015	DUF2510 domain-containing protein
F6X01_RS13020	ATP-binding cassette domain-containing protein
F6X01_RS13025	transposase
F6X01_RS13030	transposase
F6X01_RS13035	hypothetical protein
F6X01_RS13040	AMP-binding protein
F6X01_RS13045	hypothetical protein
F6X01_RS13050	hypothetical protein
F6X01_RS13055	GntR family transcriptional regulator
F6X01_RS13060	hypothetical protein
F6X01_RS13065	proteasome subunit alpha
F6X01_RS13070	hypothetical protein
F6X01_RS13075	hypothetical protein
F6X01_RS13080	transcriptional regulator
F6X01_RS13085	hypothetical protein
F6X01_RS13090	uracil-DNA glycosylase
F6X01_RS13095	condensation domain-containing protein
F6X01_RS13100	phosphopantetheine-binding protein
F6X01_RS13105	hypothetical protein
F6X01_RS13110	AMP-binding protein
F6X01_RS13115	hypothetical protein
F6X01_RS13120	ClbS/DfsB family four-helix bundle protein
F6X01_RS13125	hypothetical protein
F6X01_RS13130	aconitase family protein
F6X01_RS13135	hypothetical protein
F6X01_RS13140	tetratricopeptide repeat protein
F6X01_RS13145	hypothetical protein
F6X01_RS13150	hypothetical protein
F6X01_RS13155	MGMT family protein
F6X01_RS13160	hypothetical protein
F6X01_RS13165	translation initiation factor IF-2
F6X01_RS13170	hypothetical protein
F6X01_RS13175	translation initiation factor IF-2 N-terminal domain-containing protein
F6X01_RS13180	glycoside hydrolase family 13 protein
F6X01_RS13185	hypothetical protein
F6X01_RS13190	GNAT family N-acetyltransferase
F6X01_RS13195	C4-dicarboxylate ABC transporter
F6X01_RS13200	hypothetical protein
F6X01_RS13205	DUF3017 domain-containing protein
F6X01_RS13210	hypothetical protein
F6X01_RS13215	hypothetical protein
F6X01_RS13220	SEC-C domain-containing protein
F6X01_RS13225	amidase
F6X01_RS13230	WYL domain-containing protein
F6X01_RS13235	isoaspartyl peptidase/L-asparaginase
F6X01_RS13240	hypothetical protein
F6X01_RS13245	NAD-dependent protein deacylase
F6X01_RS13250	hypothetical protein
F6X01_RS13255	prephenate dehydratase
F6X01_RS13260	L,D-transpeptidase
F6X01_RS13265	hypothetical protein
F6X01_RS13270	Tat pathway signal sequence
F6X01_RS13275	alpha-L-arabinofuranosidase
